Produto Saúde,Empresa,No lote,"Quantidade Roubada/Furtada/Extraviada",No Nota Fiscal,No Boletim de Ocorrência,"Data do rouboou extravio",Local do roubo ou extravio
HASTE GUIA INTRAMEDULAR,"BIOMECANICA IND. COM. DEPRODUTOS ORTOPEDICOS LTDA",AMOSTRA,1,13364,10050/2011,29/11/2011,RIO GRANDE DO SUL - RS
"HASTE GUIA INTRAMEDULARSUPORTE ANTERIOR","BIOMECANICA IND. COM. DEPRODUTOS ORTOPEDICOS LTDA",AMOSTRA,1,13364,10050/2011,29/11/2011,RIO GRANDE DO SUL - RS
"HASTE INTRAMEDULAR GUIA DEPERFURAÇÃO DISTAL","BIOMECANICA IND. COM. DEPRODUTOS ORTOPEDICOS LTDA",AMOSTRA,1,13364,10050/2011,29/11/2011,RIO GRANDE DO SUL - RS
HPH 1000 EXT,MAKET GETNGE GROUP,8211,5,11711,64/2011,16/07/2011,Professor Jamil - GO
"IMPL.MAMÁRIO DE SILICONE C/REV. DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3832076,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPL.MAMÁRIO DE SILICONE C/REV. DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3832075,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPL.MAMÁRIO DE SILICONE C/REV. DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3843248,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPL.MAMÁRIO DE SILICONE C/REV. DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3843249,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPL.MAMÁRIO DE SILICONE C/REV. DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3849234,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPL.MAMÁRIO DE SILICONE C/REV. DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3849235,1,,,01/09/2011,EXTRAVIO CORREIOS
"",,,Quantidade Roubada/,,,Data do roubo,
Produto Saúde,Empresa,No lote,Furtada/Extraviada,No Nota Fiscal,No Boletim de Ocorrência,ou extravio,Local do roubo ou extravio
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3849236,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3849233,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3843274,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3843276,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3843277,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3783181,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3845522,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3828015,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3843274,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3832076,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3843248,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3849235,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3849233,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3849234,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3843249,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3849236,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3832075,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3843276,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPL.MAMÁRIO DE SILICONE C/,SILIMED - IND. DE IMPLANTES,,,,,,
REV. DE POLIURETANO,LTDA,3843277,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPLANTE DE PANTURRILHA,SILIMED,363299,,,,,Rio de Janeiro - RJ
IMPLANTE DE PANTURRILHA,SILIMED,3561519,,,,,Rio de Janeiro - RJ
IMPLANTE DE PANTURRILHA,SILIMED INDÚSTRIA DE,,,,,,
REFERÊNCIA104XX-XXX E 4X2-XXX,IMPLANTES,3770594,1,,1224/2011,40718,RIO DE JANEIRO - RJ
IMPLANTE DE PANTURRILHA,SILIMED INDÚSTRIA DE,,,,,,
REFERÊNCIA104XX-XXX E 4X2-XXX,IMPLANTES,3776747,1,,1224/2011,40718,RIO DE JANEIRO - RJ
IMPLANTE DE PANTURRILHA,SILIMED INDÚSTRIA DE,,,,,,
REFERÊNCIA104XX-XXX E 4X2-XXX,IMPLANTES,3767734,1,,1224/2011,40718,RIO DE JANEIRO - RJ
IMPLANTE DE PANTURRILHA,SILIMED INDÚSTRIA DE,,,,,,
REFERÊNCIA104XX-XXX E 4X2-XXX,IMPLANTES,3767735,1,,1224/2011,40718,RIO DE JANEIRO - RJ
IMPLANTE DE PATURRILHA REF.,SILIMED - IND. DE IMPLANTES,,,,,,
104XX-XXX E 4X2-XXX,LTDA,3664690,,,391/2011,02/03/2011,Rio de Janeiro - RJ
"",,,Quantidade Roubada/,,,Data do roubo,
Produto Saúde,Empresa,No lote,Furtada/Extraviada,No Nota Fiscal,No Boletim de Ocorrência,ou extravio,Local do roubo ou extravio
IMPLANTE DE PATURRILHA REF.,SILIMED - IND. DE IMPLANTES,,,,,,
104XX-XXX E 4X2-XXX,LTDA,3671769,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 150 ML HI,MÉDICOS LTDA,L,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 150 ML HI,MÉDICOS LTDA,3544150,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 150 ML MP,MÉDICOS LTDA,3541501,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 150 ML MP,MÉDICOS LTDA,3541501,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 175 ML HI,MÉDICOS LTDA,3544175,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 175 ML HI,MÉDICOS LTDA,3544175,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 175 ML MP,MÉDICOS LTDA,3541751,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 175 ML MP,MÉDICOS LTDA,3541751,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 200 ML HI,MÉDICOS LTDA,3544200,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 200 ML HI,MÉDICOS LTDA,3544200,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 200 ML MP,MÉDICOS LTDA,3542001,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 200 ML MP,MÉDICOS LTDA,3542001,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 225 ML HI,MÉDICOS LTDA,3544225,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 225 ML HI,MÉDICOS LTDA,3544225,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 225 ML MP,MÉDICOS LTDA,3542251,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GEL SILTEX REDONDO,SUPRIMED - NAR SUPRIMENTOS,,,,,,
DE 225 ML MP,MÉDICOS LTDA,3542251,1,,4397/2011,25/10/2010,São Paulo - SP
IMPLANTE GLUTEO EM GEL DE,,,,,,,
"SILICONE, FORMATO REDONDO,",SILIMED - IND. DE IMPLANTES,,,,,,
SUPERFIICE LISA,LTDA,3742382,1,,6918/2011,02/08/2011,São Paulo - SP
IMPLANTE GLUTEO EM GEL DE,,,,,,,
"SILICONE, FORMATO REDONDO,",SILIMED - IND. DE IMPLANTES,,,,,,
SUPERFIICE LISA,LTDA,3710956,1,,6918/2011,02/08/2011,São Paulo - SP
IMPLANTE GLUTEO EM GEL DE,,,,,,,
"SILICONE, FORMATO REDONDO,",SILIMED - IND. DE IMPLANTES,,,,,,
SUPERFIICE LISA,LTDA,3779880,1,,6918/2011,02/08/2011,São Paulo - SP
IMPLANTE GLUTEO EM GEL DE,,,,,,,
"SILICONE, FORMATO REDONDO,",SILIMED - IND. DE IMPLANTES,,,,,,
SUPERFIICE LISA,LTDA,3708467,1,,6918/2011,02/08/2011,São Paulo - SP
IMPLANTE GLUTEO EM GEL DE,,,,,,,
"SILICONE, FORMATO REDONDO,",SILIMED - IND. DE IMPLANTES,,,,,,
SUPERFIICE LISA,LTDA,3751231,1,,6918/2011,02/08/2011,São Paulo - SP
"",,,Quantidade Roubada/,,,Data do roubo,
Produto Saúde,Empresa,No lote,Furtada/Extraviada,No Nota Fiscal,No Boletim de Ocorrência,ou extravio,Local do roubo ou extravio
IMPLANTE GLUTEO EM GEL DE,,,,,,,
"SILICONE, FORMATO REDONDO,",SILIMED - IND. DE IMPLANTES,,,,,,
SUPERFIICE LISA,LTDA,3738606,1,,6918/2011,02/08/2011,São Paulo - SP
IMPLANTE GLUTEO EM GEL DE,,,,,,,
"SILICONE, FORMATO REDONDO,",SILIMED - IND. DE IMPLANTES,,,,,,
SUPERFIICE LISA,LTDA,3740207,1,,6918/2011,02/08/2011,São Paulo - SP
IMPLANTE GLUTEO EM GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
"SILICONE, SUPERFIICE LISA",LTDA,3592201,1,,,,Correios
IMPLANTE GLÚTEO- GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE- SUP.LISA,LTDA,3825472,1,,,01/09/2011,EXTRAVIO CORREIOS
IMPLANTE GLÚTEO-GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE SUPERFÍCIE LISA,LTDA,3686294,,EXP 059/11,,09/02/2011,
IMPLANTE GLÚTEO-GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE SUPERFÍCIE LISA,LTDA,3686296,,EXP 059/11,,09/02/2011,
IMPLANTE GLÚTEO-GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE SUPERFÍCIE LISA,LTDA,3686301,,EXP 059/11,,09/02/2011,
IMPLANTE GLÚTEO-GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE SUPERFÍCIE LISA,LTDA,3686303,,EXP 059/11,,09/02/2011,
IMPLANTE GLÚTEO-GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE-SUPERFÍCIE LISA,LTDA,3777913,1,340/11,,15/06/2011,Costa Rica
IMPLANTE GLÚTEO-GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE-SUPERFÍCIE LISA,LTDA,3777923,1,340/11,,15/06/2011,Costa Rica
IMPLANTE GLÚTEO-GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE-SUPERFÍCIE LISA,LTDA,3777913,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE GLÚTEO-GEL DE,SILIMED - IND. DE IMPLANTES,,,,,,
SILICONE-SUPERFÍCIE LISA,LTDA,3777923,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO COM,SILIMED - IND. DE IMPLANTES,,,,,,
REVESTIMENTO DE POLIURETANO,LTDA,3399312,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO COM,SILIMED - IND. DE IMPLANTES,,,,,,
REVESTIMENTO DE POLIURETANO,LTDA,3372608,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO COM,SILIMED - IND. DE IMPLANTES,,,,,,
REVESTIMENTO DE POLIURETANO,LTDA,3663417,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO COM,SILIMED - IND. DE IMPLANTES,,,,,,
REVESTIMENTO DE POLIURETANO,LTDA,3613982,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO COM,SILIMED - IND. DE IMPLANTES,,,,,,
REVESTIMENTO DE POLIURETANO,LTDA,3484101,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO COM,SILIMED - IND. DE IMPLANTES,,,,,,
REVESTIMENTO DE POLIURETANO,LTDA,3484102,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO COM,SILIMED - IND. DE IMPLANTES,,,,,,
REVESTIMENTO DE POLIURETANO,LTDA,3595229,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO COM,SILIMED - IND. DE IMPLANTES,,,,,,
REVESTIMENTO DE POLIURETANO,LTDA,3595227,,,391/2011,02/03/2011,Rio de Janeiro - RJ
Produto Saúde,Empresa,No lote,"Quantidade Roubada/Furtada/Extraviada",No Nota Fiscal,No Boletim de Ocorrência,"Data do rouboou extravio",Local do roubo ou extravio
"IMPLANTE MAMÁRIO COMREVESTIMENTO DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3622762,,,391/2011,02/03/2011,Rio de Janeiro - RJ
"IMPLANTE MAMÁRIO COMREVESTIMENTO DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3634948,,,391/2011,02/03/2011,Rio de Janeiro - RJ
"IMPLANTE MAMÁRIO COMREVESTIMENTO DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3659365,,,391/2011,02/03/2011,Rio de Janeiro - RJ
"IMPLANTE MAMÁRIO COMREVESTIMENTO DE POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3659366,,,391/2011,02/03/2011,Rio de Janeiro - RJ
"IMPLANTE MAMÁRIO DE SILICONEC/ REV DE.POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3632126,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPLANTE MAMÁRIO DE SILICONEC/ REV DE.POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3632119,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPLANTE MAMÁRIO DE SILICONEC/ REV DE.POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3853680,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPLANTE MAMÁRIO DE SILICONEC/ REV DE.POLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3853679,1,,,01/09/2011,EXTRAVIO CORREIOS
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3503636,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3503639,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3593733,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3598505,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3614553,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3599548,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3599648,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3599649,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3599652,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3669776,,EXP 059/11,,09/02/2011,
Produto Saúde,Empresa,No lote,"Quantidade Roubada/Furtada/Extraviada",No Nota Fiscal,No Boletim de Ocorrência,"Data do rouboou extravio",Local do roubo ou extravio
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3669777,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3669878,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3669879,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED - IND. DE IMPLANTESLTDA",3673124,,EXP 059/11,,09/02/2011,
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED INDÚSTRIA DEIMPLANTES",3661725,1,4241,2011/781070,16/09/2011,S. J. DOS PINHAIS - PR
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED INDÚSTRIA DEIMPLANTES",3634518,1,4241,2011/781070,16/09/2011,S. J. DOS PINHAIS - PR
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED INDÚSTRIA DEIMPLANTES",3673793,1,4241,2011/781070,16/09/2011,S. J. DOS PINHAIS - PR
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED INDÚSTRIA DEIMPLANTES",3805353,1,4241,2011/781070,16/09/2011,S. J. DOS PINHAIS - PR
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED INDÚSTRIA DEIMPLANTES",3682707,1,,1224/2011,40718,RIO DE JANEIRO - RJ
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED INDÚSTRIA DEIMPLANTES",3682709,1,,1224/2011,40718,RIO DE JANEIRO - RJ
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED INDÚSTRIA DEIMPLANTES",3763497,1,,1224/2011,40718,RIO DE JANEIRO - RJ
"IMPLANTE MAMÁRIO DE SILICONECOM REVESTIMENTO DEPOLIURETANO","SILIMED INDÚSTRIA DEIMPLANTES",3763498,1,,1224/2011,40718,RIO DE JANEIRO - RJ
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3756153,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3766037,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3766029,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3743067,1,,6918/2011,02/08/2011,São Paulo - SP
Produto Saúde,Empresa,No lote,"Quantidade Roubada/Furtada/Extraviada",No Nota Fiscal,No Boletim de Ocorrência,"Data do rouboou extravio",Local do roubo ou extravio
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3717078,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3769402,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL EXTRA ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3741671,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL EXTRA ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3741694,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL EXTRA ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3632681,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL EXTRA ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3780510,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL EXTRA ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3746836,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMARIO EM GEL DESILICONE, PERFIL EXTRA ALTO,SUPERFICIE TEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3746837,1,,6918/2011,02/08/2011,São Paulo - SP
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3642989,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3642994,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3565822,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3565821,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3527208,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3527212,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3527209,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3527211,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3644835,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3599038,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3643131,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3643133,,EXP 786/10,,22/02/2011,
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED - IND. DE IMPLANTESLTDA",3643128,,EXP 786/10,,22/02/2011,
"",,,Quantidade Roubada/,,,Data do roubo,
Produto Saúde,Empresa,No lote,Furtada/Extraviada,No Nota Fiscal,No Boletim de Ocorrência,ou extravio,Local do roubo ou extravio
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3643130,,EXP 786/10,,22/02/2011,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3506510,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3506519,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3499730,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
