363,CAPTOPRIL 25 MG COMP,CIMED,1309999,60,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
364,CARBAMAZEPINA 400 MG,E.M.S.,570228,6,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
365,"CARBOCISTEÍNA 100MG/5ML INFANTIL","MEDQUÍMICA IND. FARM.S.A.",0421 3L,200,76471,14E2141003288,12/6/2014,"KM 113, DISTRITO INDUSTRIALSANTO ESTEVÃO -CABO DESANTO AGOSTINHO/PE"
366,CARBOLITIUM 300 MG,EUROFARMA,318017,3,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
367,CARBOPLATINA,,,,,,,
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Extraviada","*No NotaFiscal*","*No Boletim deOcorrência*","*Data doroubo ouextravio",*Local do roubo ou extravio
368,"CARBOSCISTEÍNA 250MG /5ML ADULTO","MEDQUÍMICA IND. FARM.S.A.",0117 4L,100,76471,14E2141003289,12/6/2014,"KM 113, DISTRITO INDUSTRIALSANTO ESTEVÃO -CABO DESANTO AGOSTINHO/PE"
369,"CARTRAX 30 MG/G + 20MG/G 35G CREME",PFIZER,4 056A,199,417383,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
370,"CARTRAX 30MG+20MG/G35G CREME",PFIZER,4 056A,16,417711,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
371,CARTRAX 35G CREME,PFIZER,4 056A,62,417397,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
372,CARTRAX 35G CREME,PFIZER,4 056A,65,417630,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
373,CARTRAX 35G CREME,PFIZER,4 056A,65,417633,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
374,CARTRAX 35G CREME,PFIZER,4 056A,16,417704,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
375,CARTRAX 35G CREME,PFIZER,4 056A,146,417769,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
376,CARTRAX 35G CREME,PFIZER,4 056A,146,417772,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
377,CARTRAX 35G CREME,PFIZER,4 056A,97,417781,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
378,CARTRAX 35G CREME,PFIZER,4 056A,97,417784,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
379,CASODEX,"UNIMED CUIABA COOPTRAB MED",31647,6,301419,201494334,07.04.2014,AGRICOLA PAES DE BARROS
380,CEFADROXILA 500MG 8CAP,EUROFARMA,350976,"144CARTUCHOS",577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
381,CEFAGEL,"CEFALEXINAMONOIDRATADA",NB0094,"60CARTUCHOS",N/A,"PROTOCOLO No201405266624292 -OCORRÊNCIA No400010/2014/47957",6/5/2014,"SÃO JERÔNIMO - RIO GRANDE DOSUL"
382,CEFALEXINA 250MG SUS,EUROFARMA,347814,"160CARTUCHOS",577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
383,CEFALEXINA 500 MG CAPS,CIMED,1408610,60,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
384,CEFAZOLINA SÓDICA 1G,,,,,,,
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Extraviada","*No NotaFiscal*","*No Boletim deOcorrência*","*Data doroubo ouextravio",*Local do roubo ou extravio
385,"CEFTRIAXONA SOD  500MGINJ",EUROFARMA,347076B,"144CARTUCHOS",577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
386,CELEBRA 100 MG,PFIZER,BJ0033,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
387,CELEBRA 100 MG,PFIZER,BK0082,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
388,CELEBRA 200 MG,PFIZER,BK0053,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
389,CELEBRA 200 MG,PFIZER,BK0047,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
390,CELEBRA 200 MG,PFIZER,BK0055,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
391,CELEBRA 200 MG,PFIZER,BK0067,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
392,"CELEBRA 200 MG 30CAPSULAS",PFIZER,BK0071,1667,829,918-04687/2014,23/10/2014,"RUA JOSÉ ALVARENGA, 378- RJ"
393,CENTELLA 66 MG,"HERBARIUMLABORATÓRIO BOTÂNICOLTDA.",140917,12 UNIDADES,77933,83267747,26/10/2014,CARAÍ-MG
394,CEPACAINA,SANOFI-AVENTIS,342798,177012,112663,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
395,CEPACAÍNA,SANOFI-AVENTIS,4V6727,73776,112663,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
396,CEPACOL FLUOR,SANOFI-AVENTIS,417284,77400,112757,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
397,CEPACOL FLUOR,SANOFI-AVENTIS,421992,39300,112757,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
398,CEPACOL PLUS,SANOFI-AVENTIS,L0018,9360,112757,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
399,"CEPACOL PLUSREVITALIZANTE",SANOFI-AVENTIS,M0001,17064,112757,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
400,"CEPACOL PLUSWHITENING",SANOFI-AVENTIS,M0003,18588,112757,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
401,CEPACOL TRADICIONAL,SANOFI-AVENTIS,423993,78312,112757,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
402,"CEPROFEN 50MG CAP CTBL 2X12","BRAINFARMA IND. QUIM EFARM.",B14H2382,900,195904,2014306422,4/11/2014,CUIABÁ - MT
403,"CETILPLEX 20MG/ML XPEFR 1X100ML","BRAINFARMA IND. QUIM EFARM.",B14H1284,120,195904,2014306422,4/11/2014,CUIABÁ - MT
404,"CETOC + BETAM + NEOMCR 30G",EUROFARMA,343657A,"240CARTUCHOS",577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
405,"CETOC + BETAM + NEOMPOM 30GR",EUROFARMA,343872A,"80CARTUCHOS",577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
406,"CETOC + BETAMETASONACR 30G",EUROFARMA,341002A,160 BISNAGAS,577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
407,"CETOC+DIPROP.BETAM+SUL.NEOMICINA GEOLAB",EMIS MINAS,1302154,3,321225,M7142-2014-0000519,2/6/2014,CORINTO-MG
408,"CETOC+DIPROP.BETAM+SUL.NEOMICINA GEOLAB",EMIS MINAS,1300756,3,321225,M7142-2014-0000519,2/6/2014,CORINTO-MG
409,"CETOCONAZOL 20 MG/MLXAMP",CIMED,1407190,12,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
410,"CETOCONAZOL 20 MG/MLXAMP",CIMED,1407190,24,20678,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Extraviada","*No NotaFiscal*","*No Boletim deOcorrência*","*Data doroubo ouextravio",*Local do roubo ou extravio
411,"CETOCONAZOL 20 MGGCREME",CIMED,1409083,24,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
412,CETOCONAZOL 20MG/G,CIMED,1400796,12,60976,CIAD/P-2014-11009896,12/3/2014,SETE LAGOAS - MG
413,"CETOCONAZOL 20MGGCREME",CIMED,1409083,48,20672,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
414,CETOMED 200 MG COMP,CIMED,1408852,30,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
415,CETOMED 200 MG COMP,CIMED,1408852,200,20678,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
416,"CETONEO SHAMPOO FR PL1X100ML","BRAINFARMA IND. QUIM EFARM.",B14G2530,250,195904,2014306422,4/11/2014,CUIABÁ - MT
417,CEWIN,SANOFI-AVENTIS,420482,111895,112663,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
418,CEWIN,SANOFI-AVENTIS,414261,20864,112663,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
419,CEWIN 500MG CPR 3X10,SANOFI-AVENTIS,438466,3780,9665,302014001577,26/10/2014,ESPLANADA/ BA
420,CEWIN GOTAS,SANOFI-AVENTIS,417888,186864,112663,"4,0301E+14",4/6/2014,Bom Jesus do Amparo/ MG
421,CEWIN GTS 20ML,SANOFI-AVENTIS,436748,6144,9665,302014001577,26/10/2014,ESPLANADA/ BA
422,CIALIS 20 MG,TADALAFILA,C156729,25,000.166.513,20.054/2014-1,3/3/2014,BRASILIA
423,CIALIS 20 MG,TADALAFILA,C231076,100,000.046.105,370/2014,27/2/2014,TAMBORE- BARUERI
424,CIALIS 20 MG,TADALAFILA,C156729,100,000.036.108,370/2014,27/2/2014,TAMBORE- BARUERI
425,CIALIS DIÁRIO  5 MG,TADALAFILA,C222213,10,000.166.513,20.054/2014-1,3/3/2014,BRASILIA
426,"CICLOBENZAPRINA CLOR10MG  15CPR",EUROFARMA,352389,"100CARTUCHOS",577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
427,CICLOXX 15MG 10CP,WYETH,7378018,108,105009,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
428,CICLOXX 15MG 10CP,WYETH,7378018,36,105012,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
429,CICLOXX 15MG 10CP,WYETH,7378018,72,105014,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
430,CICLOXX 15MG 10CP,WYETH,7378018,144,105015,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
431,CICLOXX 15MG 10CP,WYETH,7378018,36,105017,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
432,CICLOXX 15MG 10CP,WYETH,7378018,96,105020,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
433,CICLOXX 15MG 10CP,WYETH,7378018,32,105023,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
434,CICLOXX 15MG 10CP,WYETH,7378018,128,105026,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Extraviada","*No NotaFiscal*","*No Boletim deOcorrência*","*Data doroubo ouextravio",*Local do roubo ou extravio
435,CICLOXX 15MG 10CP,WYETH,7378018,108,105031,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
436,CICLOXX 15MG 10CP,WYETH,7378018,36,105034,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
437,CICLOXX 15MG 10CP,WYETH,7378018,72,105036,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
438,CICLOXX 15MG 10CP,WYETH,7378018,144,105037,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
439,CICLOXX 15MG 10CP,WYETH,7378018,36,105039,C146122514092107481,20/9/2014,"BR050- Próximo KM 151- Aparecidade Goiania- GO"
440,CICONAZOL 20 MG CREME,CIMED,1403882,12,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
441,CICONAZOL 20 MG LOÇÃO,CIMED,1406744,12,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
442,"CIFLOGEX CEREJA 3 MGPAS",CIMED,1407644,6,67,CIAD/P-2014-13103789,13/8/2014,BELO HORIZONTE – MG
443,CIFLOGEX LARANJA 3 MG,CIMED,1408547,60,20678,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
444,"CIFLOGEX MEL 1,5 MG/MLSPRAY",CIMED,1407014,6,67,CIAD/P-2014-13103789,13/8/2014,BELO HORIZONTE – MG
445,"CIFLOGEX MEL 1,5 MG/MLSPRAY",CIMED,1407014,12,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
446,CIFLOGEX MEL LIMÃO 3 MG,CIMED,1408575,12,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
447,CIFLOGEX MEL LIMÃO 3 MG,CIMED,1408575,60,20678,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
448,"CIFLOGEX MENTA 1,5MG/ML SPRAY",CIMED,1406491,6,67,CIAD/P-2014-13103789,13/8/2014,BELO HORIZONTE – MG
449,"CIFLOGEX MENTA 1,5MG/ML SPRAY",CIMED,1406491,12,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
450,CILOSTAZOL  50MG 60CPR,EUROFARMA,349592,200,575387,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
451,CILOSTAZOL 100MG 30CPR,EUROFARMA,353671,100,577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
452,CILOSTAZOL 100MG 60CPR,EUROFARMA,353781,200,575387,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
453,CIMEGRIPE 77 C 100 MG,CIMED,1408191,6,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
454,CIMEGRIPE CAPS,CIMED,1402603,3,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
455,CIMEGRIPE CAPS,CIMED,1404863,15,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
456,CIMEGRIPE DIA COMP REV,CIMED,1405193,24,67,CIAD/P-2014-13103789,13/8/2014,BELO HORIZONTE – MG
457,CIMEGRIPE DIA COMP REV,CIMED,1405193,15,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
458,CIMELIDE  100 MG COMP,CIMED,1407766,200,20678,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
459,CIMELIDE 100 MG COMP,CIMED,1409620,2000,20695,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
460,CIMELIDE 100MG,CIMED,1402493,120,60976,CIAD/P-2014-11009896,12/3/2014,SETE LAGOAS - MG
461,CIMELIDE 50MG /ML SUS,CIMED,1404415,24,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Extraviada","*No NotaFiscal*","*No Boletim deOcorrência*","*Data doroubo ouextravio",*Local do roubo ou extravio
462,CINETOL 2MG,"CLORIDRATO DEBIPEDIRDENO",14064521,2 CX,1174698,"BOLETIM DEOCORRÊNCIA No.2613/2014- 67aDELEGACIA DE POLÍCIA",13/10/2014,"RUA MANOEL PASCOAL, 55 - VILACURUÇA - SÃO PAULO - SP"
463,CIPROFLOXACINO,"SANDOZ INDÚSTRIAFARMACÊUTICA LTDA.",DW8057,80 UNIDADES,99499,5550/2014,27/6/2014,CACHOEIRINHA - RS
464,"CIT.SILDENAFILANEOQUÍMICA",EMIS MINAS,B13K1940,12,321225,M7142-2014-0000519,2/6/2014,CORINTO-MG
465,CITALOPRAM 20 MG,EUROFARMA,254788,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
466,CITALOPRAM 20 MG,EUROFARMA,267766,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
467,CITALOPRAM 20 MG,EUROFARMA,267797,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
468,CITALOPRAM 20 MG,EUROFARMA,289557,18,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
469,CITALOR 10MG X 30,PFIZER,40437005F,270,417380,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
470,CITALOR 10MG X 30,PFIZER,40437005F,99,417628,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
471,CITALOR 10MG X 30,PFIZER,40437005F,99,417631,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
472,CITALOR 10MG X 30,PFIZER,40437005F,99,417702,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
473,CITALOR 10MG X 30,PFIZER,40437005F,99,417709,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
474,CITALOR 10MG X 30,PFIZER,40437005F,43,417767,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
475,CITALOR 10MG X 30,PFIZER,40437005F,43,417770,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
476,"CITALOR 10MG X60COMPR.",PFIZER,40437005A,60,417382,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
477,"CITALOR 10MG X60COMPR.",PFIZER,40437005A,48,417415,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
478,"CITALOR 10MG X60COMPR.",PFIZER,40437005A,8,417768,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
479,"CITALOR 10MG X60COMPR.",PFIZER,40437005A,8,417771,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
480,"CITALOR 10MG X60COMPR.",PFIZER,40437005A,187,417780,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
481,"CITALOR 10MG X60COMPR.",PFIZER,40437005A,187,417783,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
482,CITALOR 20MG X 30,PFIZER,40437010A,280,417380,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Extraviada","*No NotaFiscal*","*No Boletim deOcorrência*","*Data doroubo ouextravio",*Local do roubo ou extravio
483,CITALOR 20MG X 30,PFIZER,40437010A,99,417628,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
484,CITALOR 20MG X 30,PFIZER,40437010A,99,417631,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
485,CITALOR 20MG X 30,PFIZER,40437010A,28,417767,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
486,CITALOR 20MG X 30,PFIZER,40437010A,28,417770,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
487,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,179,417382,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
488,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,18,417396,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
489,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,64,417415,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
490,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,16,417629,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
491,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,16,417632,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
492,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,8,417703,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
493,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,8,417710,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
494,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,8,417768,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
495,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,8,417771,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
496,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,8,417780,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
497,"CITALOR 20MG X60COMPR.",PFIZER,40437010E,8,417783,C146122514092107481,20/9/2014,BR050- PRÓXIMO KM 151
498,CITRATO DE SILDENAFILA,"SANDOZ INDÚSTRIAFARMACÊUTICA LTDA.",DV5299,64 UNIDADES,90971,1971/2014,"ENTRE01/03/2014 E04/04/2014","INDETERMINADO - ROTA ENTRECAMBÉ-PR E MANAUS-AM"
499,"CITROPLEX 200MG/ML GTSFR PL 1X20ML","BRAINFARMA IND. QUIM EFARM.",B14J2343,500,195904,2014306422,4/11/2014,CUIABÁ - MT
500,"CITROPLEX 500MG COMPCT ENV 5X4","BRAINFARMA IND. QUIM EFARM.",B14J0762,120,195904,2014306422,4/11/2014,CUIABÁ - MT
501,CITTA 20 MG,EUROFARMA,290044,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
502,"CL DE CIPRO 500 MG COMPREV",CIMED,1409249,50,20683,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Extraviada","*No NotaFiscal*","*No Boletim deOcorrência*","*Data doroubo ouextravio",*Local do roubo ou extravio
503,"CL DE CIPRO 500 MG COMPREV",CIMED,1409249,240,20678,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
504,"CLANISTIL SOL OFT CT FR1X15ML","BRAINFARMA IND. QUIM EFARM.",B14J0743,500,195904,2014306422,4/11/2014,CUIABÁ - MT
505,"CLEAN HAIR 10MG/MLLOCAO FR PL 1X60ML","BRAINFARMA IND. QUIM EFARM.",B14J0382,240,195904,2014306422,4/11/2014,CUIABÁ - MT
506,CLENIL 50 mcg HFA,"CHIESIFARMACÊUTICALTDA",136180A,18,135804,14E2141000487,16/1/2014,XEXEU - PE
507,CLEXANE,SANOFI-AVENTIS,35C49,1 Seringa,64209,1886/2014,11/2/2014,"CARDEAL SERVIÇOS MÉDICOS -SÃO PAULO-SP"
508,CLIOQUINOL ASSOC POM,CIMED,1404333,30,20678,00155/2014.000627-3,23/9/2014,TAILÂNDIA – PA
509,CLO 25 MG,SIGMA PHARMA,632342,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
510,CLOBETASOL PROP CR,EUROFARMA,349040A,80,577440,2014-023152710-001,26/10/2014,BR 116 KM 206 - CATUJI / MG
511,CLOMENAC 10 MG,EROWLABS,04135A,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
512,CLONAZEPAM,DROGACENTER,L504590,1,,2014048402,8/12/2014,DROGACENTER
513,"CLONAZEPAM 0,5 MG",MEDLEY - GE,13021067,7,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
514,CLONAZEPAM 2 MG,E.M.S.,584924,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
515,CLONAZEPAM GTS,TEUTO,3591021,3,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
516,"CLOPAM 0,5",CRISTALIA,12042846,3,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
517,CLOPAM 2 MG,CRISTALIA,12021204,2,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
518,"CLOPAM 2,5 MG",CRISTALIA,14020965,2,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
519,"CLOPAM® 0,5 MG",CLONAZEPAM,13096985,10 CXS,1104973,"BOLETIM DEOCORRÊNCIA No.918-02522/2014 - CHEFIA DAPOLÍCIA CÍVIL - 039aDELEGACIA DE POLÍCIA",9/6/2014,PAVUNA - RJ
520,"CLOPAM® 2,0 MG",CLONAZEPAM,13118455,15 CXS,1104973,"BOLETIM DEOCORRÊNCIA No.918-",9/6/2014,PAVUNA - RJ
521,"CLOPAM® 2,0MG",CLONAZEPAM,13118456,300 CXS,1105377,BOLETIM DE,9/6/2014,PAVUNA - RJ
522,CLOPIDOGREL,SANDOZ INDÚSTRIA,EP3582,144 unidades,106101,OCOR3R46Ê7N0C/2IA01 N4o.918-,25/10/2014,GOIÂNIA - GO
523,CLOPIDOGREL,"FARMACÊUTICA LTDA.SANDOZ INDÚSTRIAFARMACÊUTICA LTDA.",DM6472,72 UNIDADES,85708,458/2014,"ENTRE01/12/2013 E24/01/2014","INDETERMINADO - ROTA ENTRECAMBÉ-PR E EMBU DAS ARTES-SP"
524,CLOPIXOL 10 MG,LUNDBECK  BRASIL LTDA,2367674,72,17741,052-07538/2014,5/9/2014,RIO DE JANEIRO/ RJ
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Extraviada","*No NotaFiscal*","*No Boletim deOcorrência*","*Data doroubo ouextravio",*Local do roubo ou extravio
525,CLOPIXOL 25 MG,LUNDBECK  BRASIL LTDA,2378226,24,17741,052-07538/2014,5/9/2014,RIO DE JANEIRO/ RJ
526,"CLOPIXOL ACUPHASE 50MG/ML",LUNDBECK  BRASIL LTDA,2369144,24,17741,052-07538/2014,5/9/2014,RIO DE JANEIRO/ RJ
527,CLOPIXOL DEPOT 200 MG,LUNDBECK,2293210,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
528,"CLOPIXOL DEPOT 200 MG/ML",LUNDBECK  BRASIL LTDA,2371998,44,17741,052-07538/2014,5/9/2014,RIO DE JANEIRO/ RJ
529,CLOR AMITRIPTILINA 25 MG,EUROFARMA,272055,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
530,"CLOR SERTRALINA 50 MGCOMP. REV. CT BLX30",ARROW,4666,20 UNIDADES,"000000086-901",2014-010793924-001,2/5/2014,BELO HORIZONTE – MG
531,"CLOR. CIPROFLOXACINOSANDOZ",EMIS MINAS,DN4636,4,321393,M7142-2014-0000519,2/6/2014,CORINTO-MG
532,"CLOR. LIDOCAÍNA GEN. 2%S/VAS 20ML CX C/ 25FRS","HIPOLABORFARMACÊUTICA LTDA",LL-042/14,"20 CXS COM25FRS X 20ML",68670,BOP-B1 04961605142010,16/5/2014,GOVERNANDOR VALADARES - MG
533,"CLOR. METOCLOPRAMIDAGTS GEN. CX C/ 200 FRS X10ML","HIPOLABORFARMACÊUTICA LTDA",0888/13,"25 FRASCOSCOM 10ML",64200,"REDS 2014-003425384-001",13/2/2014,CONTAGEM-MG
534,CLOR. TRAMADOL 50 MG,E.M.S.,591547,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
535,CLOR. TRAMADOL 50 MG,GERMED,584994,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
536,CLOR. TRAMADOL 50 MG,GERMED,584994,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
537,"CLOR. TRAMADOL GEN.50MG/ML 2ML CX C/","HIPOLABORFARMACÊUTICA LTDA",AW-016/14,"5 CXS COM100 AMP X 2ML",68667,BOP-B1 04961605142010,16/5/2014,GOVERNANDOR VALADARES - MG
538,"CLOR.AMBROXOL NOVAQUÍMICA",EMIS MINAS,590345,6,321225,M7142-2014-0000519,2/6/2014,CORINTO-MG
539,"CLORETO DE POTÁSSIO19%",ISOFARMA,22371201,06 ampolas,12383,1886/2014,11/2/2014,"CARDEAL SERVIÇOS MÉDICOS -SÃO PAULO-SP"
540,"CLORETO DE SÓDIO 0,9%",EQUIFLEX,1331725,10 ampolas,436317,1886/2014,11/2/2014,"CARDEAL SERVIÇOS MÉDICOS -SÃO PAULO-SP"
541,"CLORIDRATOAMITRIPTILINA 25 MG",EUROFARMA,269614,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
542,"CLORIDRATOAMITRIPTILINA 25 MG",EUROFARMA,271997,8,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
543,"CLORIDRATOAMITRIPTILINA 25 MG",EUROFARMA,277285,1,,2014/586694,23/6/2014,CAMPINA GRANDE DO SUL - PR
544,CLORIDRATO,TEUTO,2439012,298 CAIXAS,251682,7073/2014,29/9/2014,GUARULHOS-SP
545,CLORIDRATO,TEUTO,2439011,170 CAIXAS,251682,7073/2014,29/9/2014,GUARULHOS-SP
